Lat,Lng,City Name,Country Code,Temp,Humidity,Clouds,Wind,Date
55.3,-123.17,mackenzie,ca,42.8,93.0,90.0,10.29,1601247605.0
-10.75,-76.3,tinyahuarco,pe,42.46,81.0,68.0,2.73,1601247757.0
5.97,80.42,weligama,lk,78.26,86.0,27.0,7.27,1601247757.0
-48.716275782703974,47.45646932631351,tsihombe,mg,,,,,
64.43,76.5,gubkinskiy,ru,39.24,74.0,98.0,15.39,1601247758.0
17.42,121.44,tabuk,sa,77.23,85.0,100.0,1.86,1601247758.0
63.05,179.32,beringovskiy,ru,36.95,75.0,0.0,8.23,1601247759.0
48.93,-125.55,ucluelet,ca,60.01,77.0,90.0,8.05,1601247621.0
20,-3,tombouctou,ml,95.25,10.0,0.0,7.4,1601247759.0
64.27,24.8,oulainen,fi,50.0,95.0,100.0,1.01,1601247760.0
62.1,126.7,berdigestyakh,ru,44.11,90.0,100.0,8.46,1601247760.0
50.28,57.21,aqtobe,kz,35.6,59.0,0.0,0.98,1601247760.0
-13.2,49.05,ambilobe,mg,66.7,88.0,8.0,4.16,1601247761.0
6.357015755779187,30.286245744730905,yirol,sd,,,,,
-14.1,-46.63,iaciara,br,81.14,22.0,0.0,2.75,1601247761.0
65.53,13.41,trofors,no,57.2,71.0,84.0,11.41,1601247762.0
-1.45,-45.72,candido mendes,br,76.51,85.0,6.0,5.21,1601247762.0
-2.27,40.9,lamu,ke,76.26,89.0,78.0,6.87,1601247762.0
48.14,-80.04,kirkland lake,ca,66.2,77.0,90.0,10.29,1601247763.0
32.77,-108.28,silver city,us,87.8,12.0,1.0,17.22,1601247763.0
-21.53,21.93,dekar,bw,62.94,24.0,0.0,11.7,1601247764.0
-41.41,175.52,waipawa,nz,55.4,47.0,1.0,21.92,1601247764.0
22.29,114.16,victoria,sc,80.01,86.0,100.0,4.0,1601247654.0
22.24,68.97,dwarka,in,80.98,70.0,1.0,8.93,1601247764.0
38.36,-98.76,great bend,us,64.4,39.0,75.0,21.92,1601247765.0
22.69,58.53,ibra,om,74.79,62.0,20.0,2.39,1601247765.0
39.74,98.52,jiuquan,cn,52.9,39.0,96.0,2.21,1601247548.0
55.63,34.28,novodugino,ru,52.11,59.0,100.0,9.37,1601247766.0
-7.3,27.42,manono,cd,74.41,76.0,98.0,3.0,1601247728.0
10.55,119.99,araceli,ph,84.02,73.0,40.0,5.64,1601247766.0
20.5,-10.07,adrar,dz,92.19,17.0,0.0,12.73,1601247767.0
45.32,55.2,beyneu,kz,49.96,50.0,0.0,10.22,1601247767.0
-21.21,-159.78,avarua,ck,75.2,69.0,45.0,13.87,1601247767.0
20.15,92.9,akyab,mm,79.61,90.0,80.0,8.99,1601247768.0
37.5,61.97,murgab,tm,53.6,41.0,26.0,2.24,1601247768.0
59.7,30.79,nikolskoye,ru,55.0,76.0,1.0,8.95,1601247769.0
3.23,10.73,lolodorf,cm,68.11,97.0,92.0,3.44,1601247769.0
31.61,34.76,gat,ly,79.0,77.0,0.0,8.3,1601247769.0
49.75,-77.63,matagami,ca,62.6,93.0,90.0,9.17,1601247770.0
46.52,-84.33,sault sainte marie,ca,62.6,82.0,90.0,8.05,1601247770.0
63.83,20.26,umea,se,46.99,100.0,100.0,5.82,1601247633.0
20.89,-156.47,kahului,us,91.4,43.0,20.0,20.8,1601247771.0
37.72,-25.43,vila franca do campo,pt,69.8,88.0,40.0,6.93,1601247771.0
41.37,-81.85,berea,us,75.2,57.0,1.0,16.11,1601247571.0
38.42,77.24,shache,cn,57.13,35.0,84.0,5.01,1601247772.0
14.38,75.1,sorab,in,68.05,97.0,64.0,3.78,1601247772.0
-29.66,17.89,springbok,za,39.18,77.0,0.0,2.55,1601247772.0
67.45,153.68,srednekolymsk,ru,45.95,55.0,95.0,12.06,1601247773.0
51.66,103.71,slyudyanka,ru,38.48,77.0,48.0,2.57,1601247773.0
5.26,-0.76,mumford,gh,75.54,90.0,12.0,13.71,1601247773.0
-0.91,122.88,biak,id,77.86,78.0,75.0,7.81,1601247774.0
-29.04,24.6,ritchie,za,50.0,21.0,0.0,6.93,1601247774.0
22.95,90.83,lakshmipur,bd,80.28,89.0,100.0,5.19,1601247774.0
-15.099552948225181,102.93882207296929,palabuhanratu,id,,,,,
36.37,6.61,constantine,dz,53.6,81.0,40.0,1.12,1601247775.0
32.57,76.13,chamba,in,63.93,37.0,0.0,7.4,1601247775.0
-26.53,153.1,coolum beach,au,69.01,69.0,34.0,5.01,1601247776.0
69.3,139.9,deputatskiy,ru,38.21,93.0,99.0,4.0,1601247776.0
36.76,-90.39,poplar bluff,us,80.6,54.0,40.0,6.93,1601247604.0
55.22,-119.44,beaverlodge,ca,59.0,30.0,75.0,14.99,1601247777.0
-9.66,120.26,waingapu,id,79.84,66.0,22.0,4.61,1601247777.0
14.35,-3.61,bandiagara,ml,81.63,54.0,85.0,1.9,1601247778.0
13.07,-59.53,oistins,bb,82.4,83.0,20.0,9.17,1601247778.0
70.02,135.6,ust-kuyga,ru,36.64,90.0,95.0,1.52,1601247778.0
7.71,81.69,batticaloa,lk,78.75,82.0,83.0,4.16,1601247779.0
47.98,3.4,joigny,fr,54.0,97.0,98.0,3.02,1601247779.0
46.82,-64.07,alberton,ca,66.33,78.0,98.0,16.64,1601247780.0
1,-52,amapa,br,73.36,92.0,80.0,3.4,1601247780.0
6.62,73.07,kulhudhuffushi,mv,81.21,77.0,2.0,6.46,1601247781.0
33.166239719054715,61.3527580489675,anar darreh,af,,,,,
9.84,-83.87,paraiso,mx,69.8,83.0,90.0,8.05,1601247781.0
51.23,-58.65,saint-augustin,ca,54.32,93.0,100.0,10.47,1601247583.0
5.502295651327358,-84.48907839634845,burica,pa,,,,,
2.67,72.89,kudahuvadhoo,mv,81.82,71.0,10.0,3.42,1601247782.0
45.34595982317697,59.25190170841506,karauzyak,uz,,,,,
55.74,-97.86,thompson,ca,44.6,87.0,90.0,9.17,1601247744.0
-37.53274266387284,34.90249540365693,umzimvubu,za,,,,,
-23.65,-70.4,antofagasta,cl,59.0,72.0,40.0,17.22,1601247617.0
-46.13,167.68,tuatapere,nz,37.99,96.0,100.0,1.01,1601247783.0
68.05,39.51,ostrovnoy,ru,39.85,83.0,8.0,9.17,1601247783.0
-0.72,8.78,port-gentil,ga,78.8,74.0,40.0,11.41,1601247784.0
43.37,-124.22,coos bay,us,77.0,64.0,1.0,21.92,1601247784.0
-36.78,-59.86,azul,ar,53.01,76.0,88.0,4.0,1601247499.0
35.54,-100.96,pampa,us,69.8,30.0,90.0,29.97,1601247785.0
-9.01,-35.22,maragogi,br,75.87,90.0,100.0,9.35,1601247656.0
43.32,129.76,wangqing,cn,55.85,83.0,18.0,2.06,1601247785.0
41.44,-72.01,ledyard,us,72.0,94.0,90.0,5.82,1601247786.0
-9.11,124.89,atambua,id,76.91,67.0,7.0,4.23,1601247786.0
9.3,13.4,garoua,cm,73.2,92.0,71.0,2.48,1601247787.0
45.28,-92.99,forest lake,us,59.0,83.0,75.0,12.48,1601247787.0
53.05,158.65,petropavlovsk-kamchatskiy,ru,39.2,80.0,75.0,4.47,1601247787.0
49.78,-74.85,chapais,ca,64.4,88.0,90.0,14.99,1601247762.0
64.5,-165.41,nome,us,46.4,63.0,1.0,9.17,1601247788.0
-16.35,-53.76,guiratinga,br,89.87,26.0,51.0,1.21,1601247788.0
55.1,-105.28,la ronge,ca,50.0,61.0,90.0,13.87,1601247789.0
-11.38,43.28,mitsamiouli,km,76.44,78.0,53.0,12.64,1601247789.0
46.43,26.4,asau,tv,46.0,91.0,2.0,2.59,1601247790.0
54.43,31.9,sobolevo,ru,53.58,88.0,100.0,14.32,1601247790.0
50.28,113.29,aksha,ru,35.37,84.0,12.0,8.12,1601247790.0
-26.597493295012917,19.87194817382317,bokspits,bw,,,,,
36.82,21.7,methoni,gr,72.0,77.0,20.0,10.42,1601247791.0
68.22,-135.01,aklavik,ca,35.6,93.0,75.0,2.24,1601247791.0
-22.09,-70.2,tocopilla,cl,61.56,63.0,20.0,8.93,1601247792.0
49.22,143.12,poronaysk,ru,48.56,71.0,100.0,7.36,1601247792.0
-22.28,166.46,noumea,nc,75.2,73.0,40.0,12.75,1601247605.0
-5.9,22.42,kananga,cd,71.28,86.0,83.0,1.57,1601247792.0
-18.19,31.55,marondera,zw,60.42,69.0,50.0,3.09,1601247793.0
61.17,73.17,barsovo,ru,48.2,100.0,88.0,6.71,1601247793.0
50.23,-63.6,havre-saint-pierre,ca,53.6,87.0,90.0,4.7,1601247793.0
16.18,75.7,bagalkot,in,70.54,92.0,71.0,7.78,1601247613.0
52.8,104.75,ust-ordynskiy,ru,39.2,100.0,40.0,5.59,1601247794.0
59.58,151.28,ola,ru,46.08,86.0,81.0,2.1,1601247794.0
55.64,69.23,kazanskoye,ru,45.64,89.0,53.0,5.17,1601247795.0
18.8,110.4,wanning,cn,79.75,87.0,100.0,4.21,1601247795.0
53.8,64.15,borovskoy,kz,46.71,80.0,0.0,4.32,1601247796.0
60.4,-1.35,brae,gb,48.2,93.0,100.0,4.7,1601247796.0
37.15,122.38,yatou,cn,64.45,77.0,86.0,0.81,1601247796.0
13.35,-15.75,nioro,ml,76.42,95.0,95.0,6.31,1601247797.0
6.5,4.78,okitipupa,ng,72.81,97.0,29.0,2.51,1601247797.0
56.35,53.12,kiyasovo,ru,41.0,90.0,8.0,5.03,1601247797.0
-42.77,-65.04,puerto madryn,ar,53.8,47.0,0.0,8.41,1601247650.0
44.90895662880038,61.789779321500276,kazalinsk,kz,,,,,
-19.06,-169.92,alofi,nu,78.8,74.0,75.0,23.04,1601247798.0
16.28,101.95,kaset sombun,th,75.22,92.0,100.0,0.74,1601247799.0
21.28,-88.27,panaba,mx,88.02,62.0,80.0,10.94,1601247799.0
-10.98,-66.1,riberalta,bo,78.08,74.0,79.0,1.01,1601247799.0
-31.43,152.92,port macquarie,au,64.99,50.0,32.0,1.99,1601247800.0
-6.22,155.63,kieta,pg,77.5,89.0,100.0,6.87,1601247800.0
42.8,93.45,hami,cn,55.89,34.0,83.0,0.96,1601247800.0
51.89737801899744,56.911517157225404,dubenskiy,ru,,,,,
63.87,11.3,straumen,no,55.99,82.0,71.0,5.82,1601247801.0
11.67,92.75,port blair,in,81.43,82.0,94.0,8.59,1601247691.0
39.05,-27.98,lagoa,pt,70.45,88.0,57.0,6.38,1601247802.0
-9.41,-40.5,juazeiro,br,83.3,31.0,100.0,8.28,1601247670.0
47.97,80.44,ayagoz,kz,34.25,90.0,0.0,9.91,1601247802.0
42.97,-82.42,port huron,us,75.2,64.0,90.0,8.05,1601247763.0
38.8,-9.45,colares,pt,63.0,89.0,0.0,19.98,1601247803.0
42.95,72.76,lugovoy,ru,44.08,57.0,0.0,3.15,1601247803.0
59.65,67.41,kondinskoye,ru,47.86,95.0,37.0,6.82,1601247803.0
65.28,-126.83,norman wells,ca,53.6,62.0,75.0,10.29,1601247804.0
22.89,-109.91,cabo san lucas,mx,91.4,74.0,20.0,14.99,1601247804.0
